OBJECTID,Join_Count,state,city,name,holc_id,holc_grade,neighborho,miss_retire,miss_operate,miss_type,miss_np,Year_Of_Operation,new_type_coal_oil,new_type_ff,nameplate,ff_nameplate,co_nameplate,Peaker_plant,Shape_Length,Shape_Area
3780,0,MI,Detroit, ,C57,C,5877,0,0,0,0,0,0,0,0,0,0,0,2129.015664,269185.7578
3781,1,MI,Detroit, ,C58,C,5932,0,0,0,0,62,1,1,270,270,135,0,2325.837886,292272.9448
3782,1,MI,Detroit, ,C59,C,5938,0,0,0,0,62,1,1,270,270,135,0,10663.22334,5486342.954
3783,0,MI,Detroit, ,C6,C,5815,0,0,0,0,0,0,0,0,0,0,0,2418.464197,345238.4482
3784,1,MI,Detroit, ,C60,C,5940,0,0,0,0,62,1,1,270,270,135,0,3251.987059,567641.4242
3785,1,MI,Detroit, ,C61,C,5941,0,0,0,0,62,1,1,270,270,135,0,5752.995055,1085742.319
3786,1,MI,Detroit, ,C62,C,5942,0,0,0,0,62,1,1,270,270,135,0,4798.618692,651897.5333
3787,1,MI,Detroit, ,C63,C,5947,0,0,0,0,62,1,1,270,270,135,0,7019.587209,1704068.291
3788,1,MI,Detroit, ,C64,C,5948,0,0,0,0,62,1,1,270,270,135,0,5368.04497,529112.0218
3789,1,MI,Detroit, ,C65,C,5954,0,0,0,0,62,1,1,270,270,135,0,3089.096333,452946.5563
3790,0,MI,Detroit, ,C67,C,5809,0,0,0,0,0,0,0,0,0,0,0,4023.825155,852688.3137
3791,0,MI,Detroit, ,C68,C,5808,0,0,0,0,0,0,0,0,0,0,0,3005.147057,381527.6438
3792,0,MI,Detroit, ,C69,C,5798,0,0,0,0,0,0,0,0,0,0,0,4994.281215,1558250.752
3793,0,MI,Detroit, ,C7,C,5814,0,0,0,0,0,0,0,0,0,0,0,4934.988071,1391790.974
3794,0,MI,Detroit, ,C70,C,5799,0,0,0,0,0,0,0,0,0,0,0,4212.825786,1055053.69
3795,0,MI,Detroit, ,C71,C,5794,0,0,0,0,0,0,0,0,0,0,0,9243.124078,1206983.461
3796,0,MI,Detroit, ,C72,C,5912,0,0,0,0,0,0,0,0,0,0,0,5773.748681,1206828.487
3797,0,MI,Detroit, ,C73,C,5970,0,0,0,0,0,0,0,0,0,0,0,6363.992068,1302349.378
3798,0,MI,Detroit, ,C74,C,5911,0,0,0,0,0,0,0,0,0,0,0,5460.221874,1709894.864
3799,0,MI,Detroit, ,C75,C,5906,0,0,0,0,0,0,0,0,0,0,0,11272.95302,5228157.508
3800,0,MI,Detroit, ,C76,C,5908,0,0,0,0,0,0,0,0,0,0,0,7839.873022,2114309.671
3801,0,MI,Detroit, ,C77,C,5907,0,0,0,0,0,0,0,0,0,0,0,8016.216696,3047375.831
3802,0,MI,Detroit, ,C78,C,5903,0,0,0,0,0,0,0,0,0,0,0,6509.170539,2326173.513
3803,0,MI,Detroit, ,C79,C,5905,0,0,0,0,0,0,0,0,0,0,0,9693.301239,2490317.206
3804,0,MI,Detroit, ,C8,C,6269,0,0,0,0,0,0,0,0,0,0,0,2971.555908,564901.0757
3805,0,MI,Detroit, ,C80,C,5898,0,0,0,0,0,0,0,0,0,0,0,10497.72426,3146764.369
3806,0,MI,Detroit, ,C81,C,5897,0,0,0,0,0,0,0,0,0,0,0,3792.957082,523038.7646
3807,0,MI,Detroit, ,C82,C,5896,0,0,0,0,0,0,0,0,0,0,0,8755.120459,1464374.77
3808,0,MI,Detroit, ,C83,C,5895,0,0,0,0,0,0,0,0,0,0,0,5063.945654,1351830.03
3809,0,MI,Detroit, ,C84,C,5902,0,0,0,0,0,0,0,0,0,0,0,3467.816471,727996.6263
3810,0,MI,Detroit, ,C85,C,5889,0,0,0,0,0,0,0,0,0,0,0,5508.545484,1045745.911
3811,0,MI,Detroit, ,C86,C,5892,0,0,0,0,0,0,0,0,0,0,0,6267.867885,1323652.935
3812,0,MI,Detroit, ,C87,C,5894,0,0,0,0,0,0,0,0,0,0,0,10276.47228,4142518.596
3813,0,MI,Detroit, ,C88,C,5888,0,0,0,0,0,0,0,0,0,0,0,6244.25431,1079756.871
3814,0,MI,Detroit, ,C89,C,5820,0,0,0,0,0,0,0,0,0,0,0,7649.906078,1372447.706
3815,0,MI,Detroit, ,C9,C,5811,0,0,0,0,0,0,0,0,0,0,0,3791.985173,857697.7879
3816,1,MI,Detroit, ,C90,C,5883,0,0,0,0,0,1,1,64,64,32,0,7867.899793,3051006.33
3817,1,MI,Detroit, ,C91,C,5882,0,0,0,0,0,1,1,64,64,32,0,7551.692109,3299369.1
3818,1,MI,Detroit, ,C92,C,5968,0,0,0,0,0,1,1,64,64,32,0,13894.77083,5807235.319
3819,0,MI,Detroit, ,C93,C,5958,0,0,0,0,0,0,0,0,0,0,0,23401.18897,10664062.66
3820,0,MI,Detroit, ,C94,C,5966,0,0,0,0,0,0,0,0,0,0,0,6151.025062,1358576.839
3821,0,MI,Detroit, ,C95,C,5862,0,0,0,0,0,0,0,0,0,0,0,8146.264865,3969561.249
3822,0,MI,Detroit, ,C96,C,5861,0,0,0,0,0,0,0,0,0,0,0,12588.48674,4035643.701
3823,0,MI,Detroit, ,C97,C,5860,0,0,0,0,0,0,0,0,0,0,0,9845.748735,3870885.823
3824,0,MI,Detroit, ,C98,C,5855,0,0,0,0,0,0,0,0,0,0,0,7898.435198,2428806.213
3825,0,MI,Detroit, ,C99,C,5915,0,0,0,0,0,0,0,0,0,0,0,3703.47936,680744.1141
3826,0,MI,Detroit, ,D1,D,5859,0,0,0,0,0,0,0,0,0,0,0,2589.492346,361798.3991
3827,0,MI,Detroit, ,D10,D,5830,0,0,0,0,0,0,0,0,0,0,0,1569.584611,153942.4183
3828,0,MI,Detroit, ,D11,D,5801,0,0,0,0,0,0,0,0,0,0,0,4800.712334,1024226.564
3829,0,MI,Detroit, ,D12,D,5800,0,0,0,0,0,0,0,0,0,0,0,5735.140915,1007922.468
3830,0,MI,Detroit, ,D13,D,5818,0,0,0,0,0,0,0,0,0,0,0,7345.792591,1973851.747
3831,0,MI,Detroit, ,D14,D,5822,0,0,0,0,0,0,0,0,0,0,0,4491.986484,1031989.94
3832,0,MI,Detroit, ,D15,D,5821,0,0,0,0,0,0,0,0,0,0,0,4235.014046,918301.5929
3833,0,MI,Detroit, ,D16,D,5789,0,0,0,0,0,0,0,0,0,0,0,3702.331205,618344.6685
3834,1,MI,Detroit, ,D17,D,5788,0,0,0,0,62,1,1,270,270,135,0,18725.69869,3683471.846
3835,0,MI,Detroit, ,D18,D,5793,0,0,0,0,0,0,0,0,0,0,0,3567.357957,686616.1423
3836,0,MI,Detroit, ,D19,D,5792,0,0,0,0,0,0,0,0,0,0,0,6045.700999,1527293.791
3837,0,MI,Detroit, ,D2,D,5835,0,0,0,0,0,0,0,0,0,0,0,25644.8437,11379542.5
3838,0,MI,Detroit, ,D20,D,5791,0,0,0,0,0,0,0,0,0,0,0,4679.022092,1045972.196
3839,0,MI,Detroit, ,D21,D,5805,0,0,0,0,0,0,0,0,0,0,0,3772.832543,591367.4681
3840,0,MI,Detroit, ,D22,D,5797,0,0,0,0,0,0,0,0,0,0,0,8102.606172,2177263.855
3841,0,MI,Detroit, ,D23,D,5796,0,0,0,0,0,0,0,0,0,0,0,7973.906076,1862205.11
3842,0,MI,Detroit, ,D24,D,5795,0,0,0,0,0,0,0,0,0,0,0,15341.83369,2812216.399
3843,0,MI,Detroit, ,D25,D,5782,0,0,0,0,0,0,0,0,0,0,0,10675.4211,2707917.174
3844,1,MI,Detroit, ,D26,D,5785,0,0,0,0,62,1,1,270,270,135,0,10988.59738,3227625.155
3845,1,MI,Detroit, ,D27,D,5786,0,0,0,0,62,1,1,270,270,135,0,3212.406221,436069.1651
3846,1,MI,Detroit, ,D28,D,5771,0,0,0,0,0,1,1,944,944,944,0,8224.78838,2733616.681
3847,1,MI,Detroit, ,D29,D,5772,0,0,0,0,0,1,1,944,944,944,0,7155.817643,2254329.563
3848,0,MI,Detroit, ,D3,D,5839,0,0,0,0,0,0,0,0,0,0,0,2341.502492,346924.3239
3849,0,MI,Detroit, ,D30,D,5775,0,0,0,0,0,0,0,0,0,0,0,4181.6393,540728.4895
3850,1,MI,Detroit, ,D31,D,5776,0,0,0,0,0,1,1,944,944,944,0,5082.093717,1329411.233
3851,0,MI,Detroit, ,D32,D,5779,0,0,0,0,0,0,0,0,0,0,0,11473.12253,2407824.531
3852,1,MI,Detroit, ,D33,D,5823,0,0,0,0,0,1,1,944,944,944,0,18334.39045,8812800.146
3853,1,MI,Detroit, ,D34,D,5770,0,0,0,0,0,1,1,944,944,944,0,4146.619976,829501.9245
3854,1,MI,Detroit, ,D35,D,5769,0,0,0,0,0,1,1,944,944,944,0,6599.38409,2028209.422
3855,1,MI,Detroit, ,D36,D,5768,0,0,0,0,0,1,1,944,944,944,0,6486.461876,1767030.587
3856,1,MI,Detroit, ,D37,D,5777,0,0,0,0,0,1,1,944,944,944,0,8695.909042,3042061.139
3857,1,MI,Detroit, ,D38,D,5778,0,0,0,0,0,1,1,944,944,944,0,9275.744844,3917789.503
3858,1,MI,Detroit, ,D39,D,5781,0,0,0,0,0,1,1,944,944,944,0,19159.04574,8878393.877
3859,0,MI,Detroit, ,D4,D,5845,0,0,0,0,0,0,0,0,0,0,0,3221.041563,378344.5308
3860,2,MI,Detroit, ,D40,D,5760,0,0,0,0,0,2,2,985,985,985,0,11747.48488,5176113.911
3861,2,MI,Detroit, ,D41,D,5763,0,0,0,0,0,2,2,985,985,985,0,13144.9366,3702865.663
3862,2,MI,Detroit, ,D42,D,5762,0,0,0,0,0,2,2,985,985,985,0,10900.86813,4059442.335
3863,1,MI,Detroit, ,D43,D,5767,0,0,0,0,0,1,1,944,944,944,0,14550.51086,5431416.545
3864,0,MI,Detroit, ,D44,D,5878,0,0,0,0,0,0,0,0,0,0,0,2882.452957,481973.9353
3865,1,MI,Detroit, ,D45,D,5880,0,0,0,0,62,1,1,270,270,135,0,8199.394658,1403252.403
3866,1,MI,Detroit, ,D46,D,5939,0,0,0,0,62,1,1,270,270,135,0,3169.43992,513399.8628
3867,0,MI,Detroit, ,D47,D,5893,0,0,0,0,0,0,0,0,0,0,0,5774.66541,1684936.824
3868,0,MI,Detroit, ,D48,D,5885,0,0,0,0,0,0,0,0,0,0,0,9000.939849,3100413.441
3869,0,MI,Detroit, ,D49,D,5884,0,0,0,0,0,0,0,0,0,0,0,19975.87885,8917175.295
3870,0,MI,Detroit, ,D5,D,5848,0,0,0,0,0,0,0,0,0,0,0,2292.170722,272161.7655
3871,0,MI,Detroit, ,D50,D,5967,0,0,0,0,0,0,0,0,0,0,0,13237.27523,4912637.549
3872,0,MI,Detroit, ,D51,D,5925,0,0,0,0,0,0,0,0,0,0,0,7937.294107,3794811.388
3873,0,MI,Detroit, ,D52,D,5927,0,0,0,0,0,0,0,0,0,0,0,8457.881549,3132256.981
3874,0,MI,Detroit, ,D53,D,5928,0,0,0,0,0,0,0,0,0,0,0,6838.193061,2238594.33
3875,0,MI,Detroit, ,D54,D,5924,0,0,0,0,0,0,0,0,0,0,0,12412.05439,7667450.858
3876,2,MI,Detroit, ,D55,D,5761,0,0,0,0,0,2,2,985,985,985,0,9776.414964,1958154.348
3877,1,MI,Detroit, ,D56,D,5758,0,0,0,0,0,1,1,41,41,41,0,5594.197588,1012764.892
3878,1,MI,Detroit, ,D57,D,5753,0,0,0,0,0,1,1,41,41,41,0,7748.454818,1478260.565
3879,1,MI,Detroit, ,D58,D,5751,0,0,0,0,0,1,1,41,41,41,0,8916.860094,3218973.443
3880,3,MI,Detroit, ,D59,D,5743,0,0,0,0,0,3,3,830,830,830,1,7535.096498,2085000.632
3881,0,MI,Detroit, ,D6,D,5847,0,0,0,0,0,0,0,0,0,0,0,1922.075574,225686.7099
3882,2,MI,Detroit, ,D60,D,5745,0,0,0,0,0,2,2,789,789,789,1,4448.874622,940974.0792
3883,2,MI,Detroit, ,D61,D,5740,0,0,0,0,0,2,2,789,789,789,1,6631.57951,2703666.618
3884,2,MI,Detroit, ,D62,D,5739,0,0,0,0,0,2,2,789,789,789,1,2663.617615,371427.0821
3885,0,MI,Detroit, ,D7,D,8620,0,0,0,0,0,0,0,0,0,0,0,4581.256704,1128609.26
3886,0,MI,Detroit, ,D8,D,5832,0,0,0,0,0,0,0,0,0,0,0,5430.774492,1356190.847
3887,0,MI,Detroit, ,D9,D,5828,0,0,0,0,0,0,0,0,0,0,0,3266.18668,424825.2035
3888,0,MI,Flint, ,A1,A,4320,0,0,0,0,0,0,0,0,0,0,0,4545.406616,853866.8924
3889,0,MI,Flint, ,A2,A,4308,0,0,0,0,0,0,0,0,0,0,0,2211.310656,175674.8984
3890,0,MI,Flint,Boulevard Heights,B1,B,4336,0,0,0,0,0,0,0,0,0,0,0,2014.766017,199030.2075
3891,0,MI,Flint,Indian Village and Highlands,B2,B,4331,0,0,0,0,0,0,0,0,0,0,0,20531.89725,5812985.141
3892,0,MI,Flint,Glenwood,B3,B,4326,0,0,0,0,0,0,0,0,0,0,0,2665.727884,399924.8763
3893,0,MI,Flint,Knob Hill,B4,B,4321,0,0,0,0,0,0,0,0,0,0,0,5101.286882,679785.4234
3894,0,MI,Flint, ,B5,B,4313,0,0,0,0,0,0,0,0,0,0,0,1394.965167,86157.18451
3895,0,MI,Flint,Fairfield,B6,B,4306,0,0,0,0,0,0,0,0,0,0,0,5642.057875,598543.1764
3896,0,MI,Flint, ,B7,B,4309,0,0,0,0,0,0,0,0,0,0,0,4719.921047,1148267.2
3897,0,MI,Flint, ,C1,C,4337,0,0,0,0,0,0,0,0,0,0,0,12148.85607,2991240.473
3898,0,MI,Flint, ,C10,C,4312,0,0,0,0,0,0,0,0,0,0,0,7331.414466,1658471.245
3899,0,MI,Flint, ,C11,C,4311,0,0,0,0,0,0,0,0,0,0,0,8475.602544,1376520.636
3900,0,MI,Flint, ,C12,C,4310,0,0,0,0,0,0,0,0,0,0,0,3355.869251,450731.3773
3901,0,MI,Flint, ,C13,C,4307,0,0,0,0,0,0,0,0,0,0,0,2265.043733,301048.6907
3902,0,MI,Flint, ,C14,C,4301,0,0,0,0,0,0,0,0,0,0,0,1565.838538,138536.0606
3903,0,MI,Flint, ,C15,C,4300,0,0,0,0,0,0,0,0,0,0,0,12181.61772,2145540.738
3904,0,MI,Flint, ,C16,C,4299,0,0,0,0,0,0,0,0,0,0,0,4414.207717,399494.1903
3905,0,MI,Flint, ,C17,C,4298,0,0,0,0,0,0,0,0,0,0,0,5049.933863,706711.6824
3906,0,MI,Flint, ,C18,C,4293,0,0,0,0,0,0,0,0,0,0,0,5961.294137,1295840.412
3907,0,MI,Flint, ,C2,C,4330,0,0,0,0,0,0,0,0,0,0,0,7203.114613,2218650.26
3908,0,MI,Flint, ,C3,C,4335,0,0,0,0,0,0,0,0,0,0,0,4182.159436,927589.9637
3909,0,MI,Flint, ,C4,C,4334,0,0,0,0,0,0,0,0,0,0,0,4118.776509,564546.7713
3910,0,MI,Flint, ,C5,C,4328,0,0,0,0,0,0,0,0,0,0,0,6135.270082,1323945.894
3911,0,MI,Flint, ,C6,C,4332,0,0,0,0,0,0,0,0,0,0,0,5362.717595,1253669.237
3912,0,MI,Flint, ,C7,C,4333,0,0,0,0,0,0,0,0,0,0,0,2362.765346,270672.494
3913,0,MI,Flint, ,C8,C,4325,0,0,0,0,0,0,0,0,0,0,0,7490.445206,1309997.246
3914,0,MI,Flint, ,C9,C,4319,0,0,0,0,0,0,0,0,0,0,0,6627.550394,1185079.758
3915,0,MI,Flint, ,D1,D,4338,0,0,0,0,0,0,0,0,0,0,0,21151.87549,6328732.428
3916,0,MI,Flint, ,D10,D,4342,0,0,0,0,0,0,0,0,0,0,0,10217.89091,1060056.628
3917,0,MI,Flint, ,D11,D,4341,0,0,0,0,0,0,0,0,0,0,0,15803.28106,2372773.31
3918,0,MI,Flint, ,D12,D,4314,0,0,0,0,0,0,0,0,0,0,0,5748.406655,1384501.326
3919,0,MI,Flint, ,D13,D,4316,0,0,0,0,0,0,0,0,0,0,0,8541.854439,1581398.06
3920,0,MI,Flint, ,D14,D,4315,0,0,0,0,0,0,0,0,0,0,0,13874.79921,3129534.758
3921,0,MI,Flint, ,D15,D,4303,0,0,0,0,0,0,0,0,0,0,0,4904.113666,777168.4671
3922,0,MI,Flint, ,D16,D,4304,0,0,0,0,0,0,0,0,0,0,0,1510.524931,156887.3606
3923,0,MI,Flint, ,D17,D,4305,0,0,0,0,0,0,0,0,0,0,0,2465.557799,181045.3754
3924,0,MI,Flint, ,D18,D,4302,0,0,0,0,0,0,0,0,0,0,0,10419.92551,1765914.162
3925,0,MI,Flint, ,D19,D,4297,0,0,0,0,0,0,0,0,0,0,0,4205.752099,766570.8966
3926,0,MI,Flint, ,D2,D,4339,0,0,0,0,0,0,0,0,0,0,0,4883.091533,1179351.361
3927,0,MI,Flint, ,D20,D,4296,0,0,0,0,0,0,0,0,0,0,0,12214.42492,2082773.656
3928,0,MI,Flint, ,D21,D,4317,0,0,0,0,0,0,0,0,0,0,0,17394.63063,3259630.726
3929,0,MI,Flint, ,D22,D,4295,0,0,0,0,0,0,0,0,0,0,0,12011.0774,3935313.716
3930,0,MI,Flint,Whigville,D23,D,4294,0,0,0,0,0,0,0,0,0,0,0,5557.132534,994495.3073
3931,0,MI,Flint, ,D3,D,4329,0,0,0,0,0,0,0,0,0,0,0,5684.843263,1040643.372
3932,0,MI,Flint, ,D4,D,4327,0,0,0,0,0,0,0,0,0,0,0,3955.489472,724007.0737
3933,0,MI,Flint, ,D5,D,4318,0,0,0,0,0,0,0,0,0,0,0,8410.286446,2152440.218
3934,0,MI,Flint, ,D6,D,4323,0,0,0,0,0,0,0,0,0,0,0,1726.624332,102928.5718
3935,0,MI,Flint, ,D7,D,4324,0,0,0,0,0,0,0,0,0,0,0,1421.716086,100996.1665
3936,0,MI,Flint, ,D8,D,4322,0,0,0,0,0,0,0,0,0,0,0,5341.073408,565823.9252
3937,0,MI,Flint, ,D9,D,4340,0,0,0,0,0,0,0,0,0,0,0,3183.250457,507742.7668
3938,0,MI,Grand Rapids,Garfield Park Section,A1,A,4353,0,0,0,0,0,0,0,0,0,0,0,2597.570475,394279.557
3939,0,MI,Grand Rapids,Ottawa Hills,A2,A,4364,0,0,0,0,0,0,0,0,0,0,0,2459.280459,348705.9345
3940,0,MI,Grand Rapids,Ottawa Hills,A3,A,4365,0,0,0,0,0,0,0,0,0,0,0,4397.399311,961478.0544
3941,0,MI,Grand Rapids,Revenswood,A4,A,4378,0,0,0,0,0,0,0,0,0,0,0,5231.127516,1369601.368
3942,0,MI,Grand Rapids,Fisk Lake,A5,A,4374,0,0,0,0,0,0,0,0,0,0,0,7013.149094,1451677.044
3943,0,MI,Grand Rapids,Cascadia- Hodenply Woods,A6,A,4401,0,0,0,0,0,0,0,0,0,0,0,5390.344302,1508346.756
3944,0,MI,Grand Rapids,Godwin Heights,B1,B,4349,0,0,0,0,0,0,0,0,0,0,0,5412.985116,864304.2335
3945,0,MI,Grand Rapids,Breton Road Section,B10,B,4377,0,0,0,0,0,0,0,0,0,0,0,4946.939364,1151737.399
3946,0,MI,Grand Rapids,Grand Rapids Township,B11,B,4379,0,0,0,0,0,0,0,0,0,0,0,2677.03136,403553.0615
3947,0,MI,Grand Rapids,Mayfair,B12,B,4380,0,0,0,0,0,0,0,0,0,0,0,3838.052259,632994.9538
3948,0,MI,Grand Rapids,Wilcox Park,B13,B,4372,0,0,0,0,0,0,0,0,0,0,0,3490.845034,589163.7939
3949,0,MI,Grand Rapids,Fuller-Franklin,B14,B,4371,0,0,0,0,0,0,0,0,0,0,0,3173.751885,531200.074
3950,0,MI,Grand Rapids,Pasedena Park,B15,B,5649,0,0,0,0,0,0,0,0,0,0,0,5149.022478,1161311.305
3951,0,MI,Grand Rapids,Riverside Gardens,B16,B,4391,0,0,0,0,0,0,0,0,0,0,0,6351.673496,1254517.498
3952,0,MI,Grand Rapids,Haidendorf and Konkle Additions Richmond Hills,B17,B,4393,0,0,0,0,0,0,0,0,0,0,0,3167.793261,478488.6082
3953,0,MI,Grand Rapids,Ball Park Boulevard,B18,B,4400,0,0,0,0,0,0,0,0,0,0,0,4998.135263,862505.9639
3954,0,MI,Grand Rapids,Highland Hills Plats,B19,B,4397,0,0,0,0,0,0,0,0,0,0,0,4371.197328,862998.6685
3955,0,MI,Grand Rapids,Garfield Park Section,B2,B,4352,0,0,0,0,0,0,0,0,0,0,0,3773.61173,763151.2133
3956,0,MI,Grand Rapids, ,B20,B,4344,0,0,0,0,0,0,0,0,0,0,0,3343.326295,658769.7755
3957,0,MI,Grand Rapids,Garfield Park Section,B3,B,4355,0,0,0,0,0,0,0,0,0,0,0,6022.327954,1056708.188
3958,0,MI,Grand Rapids,Burton Heights,B4,B,4360,0,0,0,0,0,0,0,0,0,0,0,2708.454536,378182.2235
3959,0,MI,Grand Rapids,Seymour Square,B5,B,4356,0,0,0,0,0,0,0,0,0,0,0,1736.32031,187160.6085
3960,0,MI,Grand Rapids,Alger School,B6,B,4351,0,0,0,0,0,0,0,0,0,0,0,5745.579118,1364544.573
3961,0,MI,Grand Rapids,Kalamazoo Heights,B7,B,4358,0,0,0,0,0,0,0,0,0,0,0,3464.213954,601157.858
3962,0,MI,Grand Rapids,Franklin Park,B8,B,4363,0,0,0,0,0,0,0,0,0,0,0,4982.264588,679747.7592
3963,0,MI,Grand Rapids,Masonic Home Addition,B9,B,4366,0,0,0,0,0,0,0,0,0,0,0,3415.557378,350070.1705
3964,0,MI,Grand Rapids,Home Acres Garden Heights,C1,C,4348,0,0,0,0,0,0,0,0,0,0,0,17954.10377,4291505.423
3965,0,MI,Grand Rapids,Wealthy-Madison-Fanklin,C10,C,4369,0,0,0,0,0,0,0,0,0,0,0,2997.896276,541414.1299
3966,0,MI,Grand Rapids,Fulton- Union- Wealthy,C11,C,4373,0,0,0,0,0,0,0,0,0,0,0,3949.404866,798793.9785
3967,0,MI,Grand Rapids,Fulton- Union- Michigan,C12,C,4382,0,0,0,0,0,0,0,0,0,0,0,3956.129688,931225.0664
3968,0,MI,Grand Rapids,Wealthy- Crescent- Lafayette- Union,C13,C,4383,0,0,0,0,0,0,0,0,0,0,0,4429.767896,863139.8705
3969,0,MI,Grand Rapids,North Michigan- Hill District,C14,C,4385,0,0,0,0,0,0,0,0,0,0,0,2924.68203,290687.6799
3970,0,MI,Grand Rapids,Stewart's Addition,C15,C,4387,0,0,0,0,0,0,0,0,0,0,0,5566.138451,1747656.846
3971,0,MI,Grand Rapids, ,C16,C,4388,0,0,0,0,0,0,0,0,0,0,0,5938.399383,1663901.501
3972,0,MI,Grand Rapids,Fairmount,C17,C,4389,0,0,0,0,0,0,0,0,0,0,0,4855.064914,865843.1084
3973,0,MI,Grand Rapids,Briggs Park - Comstock Plat Bowen Riverside Plat,C18,C,4390,0,0,0,0,0,0,0,0,0,0,0,5401.895661,1353532.619
3974,0,MI,Grand Rapids,Northwest -- Leonard-alpine,C19,C,4394,0,0,0,0,0,0,0,0,0,0,0,5777.352849,825334.9093
3975,0,MI,Grand Rapids,Battjes Park,C2,C,4354,0,0,0,0,0,0,0,0,0,0,0,2923.014713,535245.7196
3976,0,MI,Grand Rapids,"Oak Valley, Mollay's Pine Av. Addition, Richards Addition, Quigley Park, Lincoln Park",C20,C,4399,0,0,0,0,0,0,0,0,0,0,0,8770.044813,1202249.671
3977,0,MI,Grand Rapids,Coit Park,C21,C,4403,0,0,0,0,0,0,0,0,0,0,0,2730.9338,307787.5869
3978,0,MI,Grand Rapids,"Galewood, Wyoming Township",C22,C,4346,0,0,0,0,0,0,0,0,0,0,0,8474.11406,2653270.246
3979,0,MI,Grand Rapids,Beverly- Wyoming Park Wyoming township,C23,C,4345,0,0,0,0,0,0,0,0,0,0,0,6000.571934,1816204.349
3980,0,MI,Grand Rapids,Wyoming Township,C24,C,4347,0,0,0,0,0,0,0,0,0,0,0,16494.02974,10421013.07
3981,0,MI,Grand Rapids,Paris Township,C25,C,4350,0,0,0,0,0,0,0,0,0,0,0,18032.73268,7945789.73
3982,0,MI,Grand Rapids,North Park Environs,C26,C,4392,0,0,0,0,0,0,0,0,0,0,0,13562.79076,10664282.94
3983,0,MI,Grand Rapids,Fairview-Comstock Park,C27,C,4395,0,0,0,0,0,0,0,0,0,0,0,20771.51799,9981535.749
3984,0,MI,Grand Rapids,Grandville,C28,C,4343,0,0,0,0,0,0,0,0,0,0,0,9719.317288,4320325.285
3985,0,MI,Grand Rapids,Wyoming Township,C3,C,4359,0,0,0,0,0,0,0,0,0,0,0,1856.943897,174988.2464
3986,0,MI,Grand Rapids,Benton Heights,C4,C,4361,0,0,0,0,0,0,0,0,0,0,0,4431.977864,859177.3752
3987,0,MI,Grand Rapids,Seymout Square,C5,C,4357,0,0,0,0,0,0,0,0,0,0,0,5472.213581,1055796.929
3988,0,MI,Grand Rapids,Raymond Park,C6,C,4376,0,0,0,0,0,0,0,0,0,0,0,19321.86495,7987750.494
3989,0,MI,Grand Rapids,Original East Grand Rapids Village,C7,C,4375,0,0,0,0,0,0,0,0,0,0,0,2545.837986,417134.8734
3990,0,MI,Grand Rapids,Fuller-Fulton Streets,C8,C,4381,0,0,0,0,0,0,0,0,0,0,0,3786.832305,629830.9274
3991,0,MI,Grand Rapids,Oak Hill Cemetery,C9,C,4367,0,0,0,0,0,0,0,0,0,0,0,12449.78678,2131241.08
3992,0,MI,Grand Rapids, ,D1,D,4402,0,0,0,0,0,0,0,0,0,0,0,4593.843152,616472.1031
3993,0,MI,Grand Rapids,South Central,D2,D,4368,0,0,0,0,0,0,0,0,0,0,0,7634.174589,707445.9026
3994,0,MI,Grand Rapids,Silver Creek,D3,D,4362,0,0,0,0,0,0,0,0,0,0,0,4615.583796,496154.2742
3995,0,MI,Grand Rapids,Sherman- Union,D4,D,4370,0,0,0,0,0,0,0,0,0,0,0,4072.44931,838868.6433
3996,0,MI,Grand Rapids,Central Hillside,D5,D,4384,0,0,0,0,0,0,0,0,0,0,0,4012.120702,389983.6538
3997,0,MI,Grand Rapids,Clancy Michigan Street District,D6,D,4386,0,0,0,0,0,0,0,0,0,0,0,6582.882626,809356.1589
3998,0,MI,Grand Rapids,West side,D7,D,4396,0,0,0,0,0,0,0,0,0,0,0,19583.60886,2598004.547
3999,0,MI,Jackson, ,A,A,8173,0,0,0,0,0,0,0,0,0,0,0,8026.63552,1703129.897
4000,0,MI,Jackson, ,B,B,8170,0,0,0,0,0,0,0,0,0,0,0,22517.67905,5514641.865
4001,0,MI,Jackson, ,BA,B,8179,0,0,0,0,0,0,0,0,0,0,0,1652.230467,155227.5441
4002,0,MI,Jackson, ,BB,B,8163,0,0,0,0,0,0,0,0,0,0,0,3312.994599,635156.9294
4003,0,MI,Jackson, ,BC,B,8165,0,0,0,0,0,0,0,0,0,0,0,2033.280852,266488.344
4004,0,MI,Jackson, ,BD,B,8161,0,0,0,0,0,0,0,0,0,0,0,3110.145302,243092.603
4005,0,MI,Jackson, ,C,C,8178,0,0,0,0,0,0,0,0,0,0,0,25174.33947,6401424.823
4006,0,MI,Jackson, ,CA,C,8177,0,0,0,0,0,0,0,0,0,0,0,24835.40142,5955736.837
4007,0,MI,Jackson, ,CB,C,8160,0,0,0,0,0,0,0,0,0,0,0,22833.91363,3520436.412
4008,0,MI,Jackson, ,CC,C,8164,0,0,0,0,0,0,0,0,0,0,0,15066.52149,2834134.628
4009,0,MI,Jackson, ,CD,C,8162,0,0,0,0,0,0,0,0,0,0,0,13893.69573,4089584.126
4010,0,MI,Jackson, ,D,D,8176,0,0,0,0,0,0,0,0,0,0,0,22242.74684,5443160.533
4011,0,MI,Jackson, ,DA,D,8167,0,0,0,0,0,0,0,0,0,0,0,9312.052808,3228697.21
